#NodeID	NodeType	Abundance	Color	Size	Shape
New.CleanUp.ReferenceOTU1298	otu	4.8608	NA	4.8608	otu
New.CleanUp.ReferenceOTU50	otu	7.1685	NA	7.1685	otu
New.CleanUp.ReferenceOTU51	otu	17.4017	p__Euryarchaeota	17.4017	otu
New.CleanUp.ReferenceOTU52	otu	10.6989	p__Actinobacteria	10.6989	otu
New.CleanUp.ReferenceOTU2038	otu	6.9726	p__Cyanobacteria	6.9726	otu
New.CleanUp.ReferenceOTU2034	otu	3.1051	p__FBP	3.1051	otu
New.CleanUp.ReferenceOTU151	otu	3.8294	p__Euryarchaeota	3.8294	otu
New.CleanUp.ReferenceOTU2033	otu	5.8588	p__Cyanobacteria	5.8588	otu
New.CleanUp.ReferenceOTU2031	otu	3.1051	p__Chloroflexi	3.1051	otu
New.CleanUp.ReferenceOTU3520	otu	2.6959	p__Chloroflexi	2.6959	otu
3956477	otu	9.8423	p__Actinobacteria	9.8423	otu
274150	otu	10.6248	p__Proteobacteria	10.6248	otu
New.CleanUp.ReferenceOTU2100	otu	3.1051	p__Actinobacteria	3.1051	otu
4482374	otu	28.8131	p__Proteobacteria	28.8131	otu
New.CleanUp.ReferenceOTU2105	otu	6.9726	p__Actinobacteria	6.9726	otu
New.CleanUp.ReferenceOTU2248	otu	3.8899	p__Cyanobacteria	3.8899	otu
New.CleanUp.ReferenceOTU2244	otu	3.3528	p__Actinobacteria	3.3528	otu
New.CleanUp.ReferenceOTU90	otu	4.9214	p__Chloroflexi	4.9214	otu
New.CleanUp.ReferenceOTU269	otu	11.4502	p__Euryarchaeota	11.4502	otu
New.CleanUp.ReferenceOTU2242	otu	4.7089	p__Chloroflexi	4.7089	otu
637301	otu	7.1491	p__Armatimonadetes	7.1491	otu
4448321	otu	15.999	p__Actinobacteria	15.999	otu
New.CleanUp.ReferenceOTU236	otu	4.0258	NA	4.0258	otu
New.CleanUp.ReferenceOTU235	otu	2.6959	p__Actinobacteria	2.6959	otu
New.CleanUp.ReferenceOTU1910	otu	3.8899	p__Chloroflexi	3.8899	otu
New.CleanUp.ReferenceOTU1912	otu	11.0032	p__Cyanobacteria	11.0032	otu
New.CleanUp.ReferenceOTU233	otu	3.5176	p__Actinobacteria	3.5176	otu
New.CleanUp.ReferenceOTU1918	otu	3.8899	p__Actinobacteria	3.8899	otu
New.CleanUp.ReferenceOTU232	otu	9.5616	p__Euryarchaeota	9.5616	otu
New.CleanUp.ReferenceOTU92	otu	19.3324	p__Chloroflexi	19.3324	otu
New.CleanUp.ReferenceOTU230	otu	9.1738	p__Euryarchaeota	9.1738	otu
824845	otu	12.7998	p__Actinobacteria	12.7998	otu
New.CleanUp.ReferenceOTU1440	otu	4.2868	p__Euryarchaeota	4.2868	otu
353649	otu	3.5176	p__Planctomycetes	3.5176	otu
New.CleanUp.ReferenceOTU356	otu	5.3713	p__Euryarchaeota	5.3713	otu
554719	otu	2.9943	p__Chloroflexi	2.9943	otu
New.CleanUp.ReferenceOTU1827	otu	3.7383	p__Euryarchaeota	3.7383	otu
4333705	otu	5.2802	p__Proteobacteria	5.2802	otu
4466061	otu	14.1045	p__Actinobacteria	14.1045	otu
New.CleanUp.ReferenceOTU3570	otu	5.6429	p__Chloroflexi	5.6429	otu
New.CleanUp.ReferenceOTU1447	otu	4.5252	p__Euryarchaeota	4.5252	otu
New.CleanUp.ReferenceOTU3141	otu	3.58	p__[Thermi]	3.58	otu
811403	otu	15.8241	p__Chloroflexi	15.8241	otu
New.CleanUp.ReferenceOTU652	otu	2.9943	NA	2.9943	otu
833324	otu	9.9055	p__Actinobacteria	9.9055	otu
779391	otu	16.7304	p__Euryarchaeota	16.7304	otu
New.CleanUp.ReferenceOTU1443	otu	5.2769	p__Euryarchaeota	5.2769	otu
263762	otu	11.5659	p__Euryarchaeota	11.5659	otu
New.CleanUp.ReferenceOTU95	otu	17.1903	p__Euryarchaeota	17.1903	otu
2147801	otu	21.124	p__Euryarchaeota	21.124	otu
New.CleanUp.ReferenceOTU657	otu	2.9943	p__Actinobacteria	2.9943	otu
New.CleanUp.ReferenceOTU656	otu	8.479	p__Chloroflexi	8.479	otu
4435634	otu	7.0293	p__Euryarchaeota	7.0293	otu
4350280	otu	5.1973	p__Euryarchaeota	5.1973	otu
New.CleanUp.ReferenceOTU3198	otu	4.0258	NA	4.0258	otu
New.CleanUp.ReferenceOTU3196	otu	6.1516	p__Proteobacteria	6.1516	otu
New.CleanUp.ReferenceOTU3195	otu	2.947	p__Actinobacteria	2.947	otu
4136360	otu	22.7607	p__Euryarchaeota	22.7607	otu
New.CleanUp.ReferenceOTU555	otu	5.6491	p__Euryarchaeota	5.6491	otu
New.CleanUp.ReferenceOTU97	otu	10.9275	p__Euryarchaeota	10.9275	otu
New.CleanUp.ReferenceOTU2753	otu	3.1051	NA	3.1051	otu
New.CleanUp.ReferenceOTU2752	otu	6.1627	p__Cyanobacteria	6.1627	otu
New.CleanUp.ReferenceOTU2756	otu	4.7513	p__Cyanobacteria	4.7513	otu
823523	otu	34.7569	p__Cyanobacteria	34.7569	otu
New.CleanUp.ReferenceOTU1593	otu	10.0491	p__Euryarchaeota	10.0491	otu
New.CleanUp.ReferenceOTU1594	otu	5.2769	p__Euryarchaeota	5.2769	otu
New.CleanUp.ReferenceOTU1595	otu	5.4509	p__Euryarchaeota	5.4509	otu
New.CleanUp.ReferenceOTU1044	otu	2.9943	p__Actinobacteria	2.9943	otu
New.CleanUp.ReferenceOTU237	otu	11.8863	p__Chloroflexi	11.8863	otu
New.CleanUp.ReferenceOTU724	otu	9.6817	p__Cyanobacteria	9.6817	otu
New.CleanUp.ReferenceOTU727	otu	4.485	NA	4.485	otu
New.CleanUp.ReferenceOTU234	otu	2.6959	NA	2.6959	otu
New.CleanUp.ReferenceOTU721	otu	3.5176	p__Chloroflexi	3.5176	otu
New.CleanUp.ReferenceOTU720	otu	6.2135	p__Actinobacteria	6.2135	otu
New.CleanUp.ReferenceOTU231	otu	7.1426	p__Euryarchaeota	7.1426	otu
New.CleanUp.ReferenceOTU722	otu	2.9943	NA	2.9943	otu
New.CleanUp.ReferenceOTU728	otu	5.258	NA	5.258	otu
New.CleanUp.ReferenceOTU239	otu	2.6959	p__Cyanobacteria	2.6959	otu
New.CleanUp.ReferenceOTU238	otu	4.8188	p__Actinobacteria	4.8188	otu
New.CleanUp.ReferenceOTU123	otu	8.9236	p__Chloroflexi	8.9236	otu
New.CleanUp.ReferenceOTU122	otu	18.3865	NA	18.3865	otu
New.CleanUp.ReferenceOTU121	otu	13.2424	p__Euryarchaeota	13.2424	otu
New.CleanUp.ReferenceOTU120	otu	5.5328	NA	5.5328	otu
New.CleanUp.ReferenceOTU127	otu	17.0279	p__Chloroflexi	17.0279	otu
New.CleanUp.ReferenceOTU126	otu	9.2128	p__Euryarchaeota	9.2128	otu
New.CleanUp.ReferenceOTU125	otu	31.8731	p__Euryarchaeota	31.8731	otu
New.CleanUp.ReferenceOTU124	otu	4.8405	p__Chloroflexi	4.8405	otu
New.CleanUp.ReferenceOTU658	otu	3.5176	NA	3.5176	otu
New.CleanUp.ReferenceOTU129	otu	12.6857	p__Actinobacteria	12.6857	otu
New.CleanUp.ReferenceOTU128	otu	18.0908	p__Cyanobacteria	18.0908	otu
New.CleanUp.ReferenceOTU1448	otu	4.7089	NA	4.7089	otu
New.CleanUp.ReferenceOTU1449	otu	7.2354	p__Euryarchaeota	7.2354	otu
New.CleanUp.ReferenceOTU2399	otu	3.1051	p__Chloroflexi	3.1051	otu
